row_id,b0,b1,b2,b3,b4,raw_val
17,0.599487852776426,0.25450916498431614,0.21516296199942433,0.14119173745564326,0.0815165667173564,1|0|0|1|0|1|0|0|0|0|231.19
18,0.3742084734264354,0.2136235540368907,0.23711602971738713,0.14580212994835212,0.10924646240143719,1|0|1|1|0|1|1|0|0|1|249.5633333
19,0.4761085313059729,0.2271595336071812,0.16720629810932466,0.1311192069056671,0.06370170086777402,1|0|0|0|1|0|1|0|0|0|231.3366667
20,0.6820878769875185,0.46049893441993633,0.1589282439747091,0.15360080660946035,0.14620209683231553,0|1|0|1|0|1|1|0|0|0|221.0566667
21,0.4197557704298945,0.2136235540368907,0.2275381278822736,0.18345111388367583,0.14350766045050223,1|0|1|1|0|1|1|1|0|1|249.0866667
22,0.38792292369752307,0.24878770935754915,0.16827877905707034,0.06135781403587075,0.03394506634935846,1|1|0|0|1|1|1|1|0|0|245.5966667
23,0.38986551501836175,0.2819917697993193,0.17430584586580936,0.08498323684666088,0.03471555878885004,1|1|0|1|1|1|0|1|1|0|246.16
24,0.6099529664868626,0.8058223629227655,0.9585821407756447,0.5883018264787868,0.30590472736222196,0|0|0|0|1|1|0|1|0|0|202.0633333
25,0.26134949002940683,0.22264704420061618,0.19713886249966797,0.10824435574823028,0.0517998089427016,1|1|0|1|0|0|0|1|1|1|249.5766667
26,0.5680292823447706,0.2271595336071812,0.2555127245128127,0.1458764311878483,0.0722185237247453,1|0|0|0|0|0|1|0|0|0|227.8533333
27,0.3116567121160225,0.19522351925652298,0.22727229529380513,0.10296876182069835,0.03940676532015394,1|1|0|0|1|0|1|1|1|1|251.4333333
28,0.8006627127494563,0.9075674110935552,0.9486488277295161,0.5345338880099523,0.44091941032316684,0|0|0|1|0|1|1|0|0|0|207.89
29,0.5804108686395967,0.3876998867686709,0.28551674874896876,0.04272575408622168,0.030634249666192766,0|1|0|0|1|1|1|1|1|1|236.17
30,0.5750298540391974,0.7997178705017577,0.3154566588124408,0.23000616943288982,0.055799001759942075,0|0|1|0|1|1|0|0|1|0|212.4433333
31,0.6484250910143153,0.5210121510833604,0.6115610688787438,0.321717622397,0.311548693897997,0|0|0|0|0|0|1|0|0|1|216.6366667
32,0.5227823046078851,0.37256958037108107,0.22092681304615328,0.09840164062273443,0.10101560039742073,0|0|1|1|1|0|0|0|0|1|264.51
33,0.5304640805443022,0.32609741793297276,0.21366186243682125,0.06555418563879598,0.04255404272703208,0|1|0|1|0|0|1|0|0|1|234.3833333
34,0.3126073449917643,0.2945774751065098,0.10566921486731308,0.1423238530459914,0.10891914276670803,0|1|1|1|0|0|1|0|0|1|249.4933333
35,0.42036723254909675,0.2721630363176936,0.20261449626823227,0.20989733101886174,0.1625213330739387,1|0|1|0|1|1|0|0|1|1|250.4433333
36,0.5274800490893624,0.38629540550195646,0.26691362081413816,0.11073855741407339,0.08905329947172932,0|0|1|0|1|0|1|1|1|1|260.4133333
37,0.4197557704298945,0.2136235540368907,0.2244149652070996,0.1833114911046641,0.13540137264124003,1|0|1|1|0|1|1|1|1|1|253.54
38,0.23173447120347543,0.20832432514078708,0.1743291235819444,0.1133267115312999,0.04029655937452186,1|1|0|1|0|1|1|0|0|1|251.3233333
39,0.32098008920048293,0.2985919052776633,0.1051021662341161,0.13135081671357401,0.10509384249532054,0|1|1|0|0|0|1|1|0|1|245.4966667
40,0.5051354340386193,0.21479948496488332,0.1598235388625301,0.09225009085050048,0.05966979917463829,1|0|0|0|1|1|1|0|1|0|225.26
41,0.676404517735049,0.5610079741979501,0.5224783697518423,0.331031748706867,0.3391876381064813,0|0|0|0|0|0|0|1|1|1|215.6066667
42,0.35867312625508546,0.3201166870225533,0.09311243697299797,0.11992730729479803,0.10760677127105255,0|1|1|0|1|0|1|1|1|1|251.9133333
43,0.578009863598542,0.23407907603042058,0.26230611443504653,0.1970322684866926,0.1478824408652715,1|0|1|1|0|1|1|0|0|0|240.6233333
44,0.7132069563621444,0.4875114386876238,0.15872433145768802,0.15513523236590787,0.05569119680872944,0|1|0|0|0|0|0|1|1|0|219.2833333
45,0.5304640805443022,0.3381045075773091,0.22636887262807692,0.06555418563879598,0.03708112655758122,0|1|0|1|0|0|1|1|0|1|231.7566667
46,0.20745043286934942,0.23993818577513884,0.1026521577849888,0.08599038200184106,0.060037035194266376,1|1|1|1|1|1|0|1|0|1|263.5866667
47,0.508999251852029,0.3793460022917137,0.2112445565194063,0.049949692450299024,0.037963502432598856,0|1|0|1|0|1|0|0|0|1|236.7366667
48,0.5525344422018549,0.7556665201395639,0.5167968241563117,0.16915118344049476,0.11272383847947601,0|0|1|0|1|0|1|1|0|0|210.9966667
49,0.2804053289463942,0.3249478712854014,0.09284839070309439,0.11066441365293285,0.10045293713529767,0|1|1|1|1|1|0|0|1|1|249.3433333
50,0.6312435583224204,0.7556665201395639,0.7387426850268058,0.21294592325026254,0.135345484856665,0|0|1|0|0|0|1|0|0|0|213.1833333
51,0.5214841343228689,0.26275677816481674,0.15504270654147448,0.0787999217713437,0.06414490477600761,1|0|0|0|1|1|0|1|1|0|229.2433333
52,0.6053864028503326,0.46049893441993633,0.1589282439747091,0.1321851030209785,0.11320700741324004,0|1|0|1|1|1|1|1|0|0|231.16
53,0.37074689946393985,0.2352964105572375,0.19208132183430382,0.13438651081159622,0.13239188238894573,1|0|1|0|0|0|1|0|0|1|250.8766667
54,0.5275598043426344,0.37133262258286887,0.2071350984917835,0.060478889231120374,0.04703377176645754,0|1|0|1|0|0|0|1|1|1|233.23
55,0.4913897728568996,0.4437428280006889,0.25518357457143115,0.13480550737439198,0.12866974181238322,0|0|1|1|0|0|1|1|1|1|265.65
56,0.5931419585337784,0.8241202240284025,0.5446127146589135,0.26641320232497195,0.12976451554167065,0|0|1|1|1|0|1|0|1|0|211.48
57,0.5815452641937939,0.46832468744979094,0.1222476969995357,0.08422320001497072,0.05125977737434034,0|1|1|0|0|1|1|1|1|0|232.29
58,0.40635010952601136,0.2352964105572375,0.17720543037975894,0.1685896104759021,0.10624748120837096,1|0|1|0|0|0|1|0|1|1|247.6266667
59,0.546654067833212,0.4911794093589375,0.11868671463619501,0.059671428519295494,0.05917385068264439,0|1|1|1|0|1|0|1|1|0|230.14
60,0.5862864225058473,0.5121611131263696,0.1603483499661895,0.11591446950646409,0.1447468686870188,0|1|0|1|1|0|1|0|1|0|221.86
61,0.5931338164634953,0.23407915888331537,0.24369595671667446,0.10282707082390007,0.0722282620401626,1|0|0|0|0|0|0|0|1|0|219.1533333
62,0.3202512632214018,0.2985919052776633,0.0925827186159474,0.1339491493690476,0.1261757429808033,0|1|1|0|1|0|1|1|0|1|249.8333333
63,0.6492697424192954,0.7902682560986397,0.6399438076634285,0.29909263637030553,0.08187974609113467,0|0|1|0|0|1|1|0|1|0|211.1866667
64,0.4913897728568996,0.42435642200817053,0.25495953018514633,0.14257257059324066,0.1245440025961833,0|0|1|1|0|0|1|1|0|1|261.5333333
65,0.62842490151299,0.7346395540101279,0.5506525713805807,0.21294592325026254,0.1027541491276237,0|0|1|0|0|0|0|1|0|0|209.7033333
66,0.24283538983209912,0.19984104647457912,0.13860592390061768,0.12802548909567274,0.12375767328776453,1|1|1|0|0|0|1|1|1|1|262.7366667
67,0.2804053289463942,0.30138769623507916,0.088318097061001,0.11517288785571118,0.10816586655649002,0|1|1|1|1|1|0|0|0|1|268.55
68,0.4866712884727052,0.46832468744979094,0.12851604667783556,0.09121328802510435,0.05742762579480526,0|1|1|0|1|1|1|1|1|0|232.5233333
69,0.5257246275870828,0.4704967767730355,0.14647082689319021,0.1290153179863646,0.06304538782267653,0|1|1|1|0|0|0|0|0|0|224.3266667
70,0.4475992923406894,0.2805593861154422,0.16924151469306556,0.0814705092834288,0.10678710655578012,1|0|0|1|0|0|0|0|0|1|256.2233333
71,0.30895212699914615,0.26338965941272446,0.10336981471415793,0.1341794336240957,0.09039899710531003,0|1|1|1|0|0|0|0|0|1|269.5166667
72,0.3687136731666277,0.24132642026502385,0.1468454078329955,0.059911490994212106,0.037266083084954,1|1|0|1|1|0|1|1|0|0|241.8266667
73,0.5958324370781524,0.2271595336071812,0.25155247371279804,0.10282707082390007,0.0694556185546972,1|0|0|0|0|0|1|0|1|0|224.7333333
74,0.16916671517180185,0.16283611356533254,0.12483525759799059,0.127002300526186,0.09216769497030716,1|1|1|1|0|0|0|0|0|1|252.5
75,0.5459532589941429,0.2663964367126346,0.22358972001639607,0.062287044231109194,0.062036100881736944,1|0|1|0|1|1|1|1|1|0|241.57
76,0.7914067907837667,0.910662285640519,0.5972571045618269,0.45801398248258957,0.5399032674153572,0|0|0|1|0|0|1|1|1|0|202.69
77,0.5068378815516199,0.3856159407017016,0.25672102031524324,0.04217752399955806,0.037326520143516805,0|1|0|1|1|1|1|0|1|1|234.65
78,0.3438657029238443,0.22535443688533605,0.1309193816422005,0.0695226717405227,0.05181914648068358,1|1|1|1|1|0|1|1|0|0|251.0133333
79,0.6086632673566633,0.23689832406214006,0.21247356409594503,0.09229182794781561,0.07638084868620178,1|0|0|1|0|0|1|1|1|0|226.65
80,0.4937591370769905,0.22620504586182658,0.22458415048361255,0.1893592474442792,0.15604484956254458,1|0|1|0|1|0|0|0|0|0|242.1566667
81,0.5937737492993787,0.21201180366180647,0.1918237946977105,0.12091092319552174,0.1377235190138543,1|0|1|1|0|0|0|0|1|0|231.33
82,0.6717284807817429,0.5333350372057813,0.5395197581256915,0.2774478959087306,0.3401311218813921,0|0|0|0|1|0|1|1|0|1|217.0733333
83,0.4648033325675014,0.46866907453720713,0.16391433073877898,0.08585024933454938,0.07494836638919099,0|1|1|0|1|0|0|0|1|0|226.13
84,0.20254934261369492,0.25590788122105046,0.14365557857412709,0.09505109858961108,0.06665525048506117,1|1|1|0|1|1|0|0|1|1|264.1633333
85,0.5227823046078851,0.4176421170255881,0.21957972855072963,0.1065132920515366,0.09911368064863092,0|0|1|1|1|0|0|1|1|1|263.7766667
86,0.378654523256576,0.32985374134577417,0.10123900548536433,0.09713238456377077,0.10456925315461542,0|1|1|0|1|1|0|1|1|1|251.2966667
87,0.5136556653883692,0.36680213555716984,0.24832013442052678,0.05003671724362927,0.03553250889127131,0|1|0|0|0|1|0|0|0|1|234.8666667
88,0.6927425725884,0.5121611131263696,0.1603483499661895,0.11765153625967181,0.12483403679772348,0|1|0|1|0|0|1|0|1|0|220.8633333
89,0.6930984257172403,0.6855270631295627,0.43894726517223537,0.3047388246189457,0.18483308317589503,0|0|0|1|1|1|0|0|1|1|219.0766667
90,0.6899066939206155,0.474990252393161,0.16340180678200028,0.15620902445631654,0.12492867640557871,0|1|0|1|0|0|0|0|1|0|217.0933333
91,0.6053864028503326,0.49108843688652487,0.1678969453731198,0.1756272099507658,0.13302468296060013,0|1|0|1|1|1|0|1|1|0|222.5566667
92,0.5109843682463433,0.36680213555716984,0.2752374210798755,0.04566425311206414,0.03339446159684717,0|1|0|0|1|1|0|0|0|1|234.42
93,0.4253425586591097,0.22914236729395931,0.2091167823740056,0.1907574354700541,0.15199691926734302,1|0|1|0|0|1|1|1|1|1|251.5666667
94,0.5436568332241719,0.4239546243298765,0.21598280716963214,0.09187261470197976,0.07464989962140418,0|0|1|1|1|1|0|1|0|1|259.6933333
95,0.528630292733571,0.4952655385295284,0.15837001905115983,0.10936529945229748,0.0849314853152963,0|1|1|1|0|0|1|1|1|0|231.6866667
96,0.4157609380596496,0.4691750463203475,0.11575058240289778,0.10721743279716492,0.056269809454053556,0|1|1|0|1|1|0|0|0|0|231.39
97,0.6188746537669272,0.7845378489125248,0.6399438076634285,0.18385156484520992,0.09321293780367608,0|0|1|0|0|1|0|0|0|0|214.72
98,0.7722017870463536,0.8422534004793789,1.3896658172289387,0.5605837955642122,0.3840386630533078,0|0|0|0|0|1|0|1|1|0|205.13
99,0.3976347871767292,0.2036541833399136,0.19540032657212197,0.1604782613104513,0.08918042080601442,1|0|1|1|0|0|0|0|1|1|245.21
