row_id,b0,b1,b2,b3,b4,raw_val
18,0.07906613201354738,0.06177177725063893,0.07093238392452696,0.040302451803117575,0.010719722482810027,loose fall dress|Blue|No|1800|450|Blue|Black|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Elegant|everyday; fairy tale; formal; party|Yes|For sale|Box|L|TopsTexOnepieceBoxLAutumncheck3|8956|vKSSsFefrjajgLcZ7
19,0.10787246974265106,0.20293988676241284,0.09383045985378795,0.05306604056243381,0.036612454617007,Labelle dress|Midnight|No|3400|850|Black|Black|1x1|Labelle|n/a|All Year|No|1.0.0|Elegant|formal; party; theatrical|Yes|For sale|A-line|N|TopsTexOnepieceAlineNKate1|11726|uGga6jKZdpWf9xrWi
20,0.09502371543360172,0.09987732726964114,0.09008859269954476,0.0486267876126943,0.009947343090633888,fancy party dress|Beige|No|2400|600|Beige|Brown|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Elegant|formal; party|Yes|For sale|Box|H|TopsTexOnepieceBoxHParty3|7924|YzGzg37RztiM7ov7s
21,0.0852089507972938,0.08379936720680846,0.0799087142470614,0.046918994780176096,0.012835182685599808,retro A-line dress|Yellow|No|2550|637|Green|Yellow|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Cute|party|Yes|For sale|A-line|L|TopsTexOnepieceAlineLRetro3|7910|JN3AxusK4oW9XCfAM
22,0.08310062368965815,0.058878145826734535,0.0707296817765323,0.040370724151607584,0.019893506976375173,parka and shirtdress|Red|No|1600|400|Black|Red|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Cool|everyday; comfy|Yes|For sale|Rib|L|TopsTexOnepieceRibLParkershirt2|7993|neCr4qDK6ueGwttNT
23,0.09712186012007223,0.08314956913095452,0.08943229316859992,0.04836646821125604,0.010747455357317047,suit of lights|Red|No|2520|630|Red|Yellow|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; theatrical; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLBull1|9508|e4QABcKg8zWZbQZuM
24,0.11773651681524404,0.07396989760561029,0.0713640415407779,0.03727468514330577,0.010102582556631049,oversized print dress|Green|No|1800|450|Green|Green|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Summer|No|1.0.0|Cute|party; vacation|Yes|For sale|Box|N|TopsTexOnepieceBoxNStandard2|7918|nXEJa62GiLMSp8nER
25,0.08928353466765922,0.06498227454260727,0.07246925305191798,0.053927617919270594,0.019032376112790475,school smock|Blue|No|2000|500|Blue|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Simple|formal|Yes|For sale|Box|L|TopsTexOnepieceBoxLSchoolsmockNavy|5567|Fn9HMhNM7X3fcXA7w
26,0.10652556995772158,0.0571796096292968,0.062207783982588145,0.021398136265545865,0.009076199863189834,fancy kimono|Pink|No|5200|1300|Pink|Red|1x1|Able Sisters|Available from Able Sisters shop only|Winter|No|1.0.0|Gorgeous|formal; party|Yes|For sale|Kimono|L|TopsTexOnepieceKimonoLHaregi3|8986|TZZrCN2qY3f3nf9PG
27,0.11584313989123257,0.06558759192278651,0.07071257152713081,0.040940487480115376,0.009983747779474783,rugby uniform|Blue & white|No|1760|440|White|Blue|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; work|Yes|For sale|Overall|H|TopsTexOnepieceOverallHRugby1|7629|tnN9B3cQoSuS9da6o
28,0.11537036868129762,0.0611873951743498,0.07506414481740763,0.04080022657700541,0.010786057312168376,skirt with suspenders|Blue|No|1600|400|Blue|White|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Cute|everyday|Yes|For sale|A-line|H|TopsTexOnepieceAlineHSuspendersskirt3|9024|RdFthTe6RcrexPFdg
29,0.08957058345058994,0.07741731585587235,0.07633412433832566,0.03600291460751872,0.01425760396589336,fashionable royal dress|Purple|No|6000|1500|Purple|Purple|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|fairy tale; formal; party; theatrical|Yes|For sale|Dress|L|TopsTexOnepieceDressLClassic4|8241|59x8XZLnwqqYTTLWv
30,0.09772923974208679,0.07662304304914762,0.07531570415026811,0.056112096563102946,0.013130145008067938,Victorian dress|Green|No|2520|630|Green|Black|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|formal; party; theatrical|Yes|For sale|Dress|L|TopsTexOnepieceDressLMexico1|12078|kst99iXpr9cX8vMBv
31,0.08351648270474502,0.060790530424246716,0.06960210960351644,0.046999997622179095,0.015365846918404834,pinafore|Muslin|No|1600|400|Beige|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Simple|everyday; work|Yes|For sale|B-long|L|TopsTexOnepieceBlongLKappogi2|8979|fgFxdBzfnqgqYv2wD
32,0.06717788418834018,0.07897500239580459,0.07403529829763078,0.03929758166086643,0.016829248472334028,sweetheart dress|Beige|No|1600|400|Beige|White|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Simple|everyday; comfy|Yes|For sale|A-long|L|TopsTexOnepieceAlongLBustier2|9027|zwLZ9zybcGNDQmt9r
33,0.10782566311734125,0.07757626980216968,0.07544561567411114,0.038536738998148606,0.014946418134846613,bolero coat|Green|No|2080|520|Green|White|1x1|Able Sisters|Available from Able Sisters shop only|Winter|No|1.0.0|Cute|everyday; fairy tale; comfy|Yes|For sale|A-line|L|TopsTexOnepieceAlineLBolerocoat3|8443|dKjjbBaEyMjzZADyr
34,0.10432575546756845,0.0688158455106619,0.07193562269528624,0.038713676854500036,0.022255728427148538,casual kimono|Aqua|No|2000|500|Light blue|Gray|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Cool|everyday|Yes|For sale|Kimono|L|TopsTexOnepieceKimonoLKinagashi1|9215|jwC9dmFJnsmbkdse7
35,0.08929839324086569,0.0654499056419437,0.06148074339736255,0.03264118213612487,0.01268569891842292,marble-print dress|Green|No|1500|375|Green|Green|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Elegant|party|Yes|For sale|Box|L|TopsTexOnepieceBoxLMarble2|7927|AuHXDegW9WiCNhoHL
36,0.1197490032447252,0.0810120348679839,0.07915957393471265,0.046473339648522384,0.013434493528404095,figure-skating dress|Blue|No|2880|720|Light blue|Blue|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; theatrical; work|Yes|For sale|Balloon|N|TopsTexOnepieceBalloonNFigure0|5393|ZJ5um3M7QRWQTBuCd
37,0.1190315472326506,0.07813225433820671,0.09031858557776154,0.04679118384471868,0.0166375546775358,superhero uniform|Black|No|3640|910|Gray|Black|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|theatrical; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLSuper2|9494|Nryqdz8jDL6ShaRst
38,0.07263334762949189,0.04777203079134137,0.0825818991164602,0.04672107302758288,0.014706316433431482,denim overalls|Blue|No|1600|400|Light blue|White|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Simple|everyday; outdoorsy; vacation|Yes|For sale|Overall|L|TopsTexOnepieceOverallLSaropetto0|3668|bqeXZWDqvBy4eSZH8
39,0.11364057369091086,0.06575925700452545,0.06831590865951637,0.03911864174709241,0.011492709395188632,sleeveless sweater dress|Gray|No|1600|400|Gray|Gray|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Active|everyday; comfy|Yes|For sale|Rib|N|TopsTexOnepieceRibNKnit0|3261|MjEAYxjKRarnD6ktC
40,0.0994591082874435,0.08347802723377187,0.08643439134377623,0.05061048444972163,0.013366714584753461,satin dress|Berry red|No|1600|400|Red|Red|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|formal; party; theatrical|Yes|For sale|Balloon|N|TopsTexOnepieceBalloonNSatin2|7943|BswBz2tKc6KjZHai3
41,0.09600275661340621,0.061024137131456255,0.04665215739428614,0.027058313436151053,0.010385363907281264,bath-towel wrap|Brown|No|630|157|Brown|Brown|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Simple|comfy|Yes|For sale|Box|N|TopsTexOnepieceBoxNBathtowel6|7816|BQj2oNwq8HYhtenp8
42,0.12509161640180577,0.07342088305247968,0.07766914167063904,0.0421830966750843,0.01382657778518769,jockey uniform|Double sash|No|1920|480|Red|Green|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLJockey5|11134|3QGEP3DpbWv9Gfnar
43,0.11761932734202579,0.06575925700452545,0.06831590865951637,0.038614136272700036,0.009819049458740061,sleeveless sweater dress|Black|No|1600|400|Black|Black|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Active|everyday; comfy|Yes|For sale|Rib|N|TopsTexOnepieceRibNKnit1|8010|8cnbkGhPbdPJKGv3h
44,0.08317477580332135,0.08173291025797547,0.07596487641133452,0.04200619989589179,0.013707764042851699,jockey uniform|Vertical stripes|No|1920|480|Black|Yellow|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLJockey6|11135|Lkv24c5AGW4CiY4YT
45,0.0854106315351768,0.06177177725063893,0.06646021106540766,0.046495959911051245,0.012799132068599475,marble-print dress|Blue|No|1500|375|Blue|Light blue|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Elegant|party|Yes|For sale|Box|L|TopsTexOnepieceBoxLMarble0|4655|okcLKxrRcQuenTaEP
46,0.08720586435907056,0.07749097616328715,0.07950708625147622,0.04912418497543835,0.016601154469926136,bingata dress|Yellow|No|2520|630|Yellow|Red|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Elegant|theatrical|Yes|For sale|Kimono|L|TopsTexOnepieceKimonoLBingata0|10908|XfmN6jSCvgu5jd6Y6
47,0.1212432859636018,0.07447855322132205,0.07663193785648122,0.0421830966750843,0.01382657778518769,jockey uniform|Ring|No|1920|480|Yellow|Light blue|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLJockey3|11132|n7We3nBibi983DWqz
48,0.09971764809540548,0.06476149463732153,0.06625476051865199,0.04003954229558199,0.011542228463748532,long down coat|Black|No|1900|475|Black|Black|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Winter|No|1.0.0|Simple|everyday; outdoorsy|Yes|For sale|A-long|L|TopsTexOnepieceAlongLDowncoat0|4589|T8koPDsk2Sjw2BBw6
49,0.09323195153430801,0.25605788976070254,0.2877664579039803,0.12547118064669707,0.009968543674331889,iron armor|Gray|Yes|2289.632517|6000|Gray|Gray|1x1|Crafting|n/a|All Year|No|1.0.0|Cool|fairy tale; goth|Yes|Not for sale|Overall|L|TopsTexOnepieceOverallLPlatearmorIron|4588|JS2fCeFhc9QBsWGdL
50,0.11565465871248093,0.08202207493265425,0.08849532800163482,0.04935590223952732,0.02069192964851595,superhero uniform|Blue|No|3640|910|Blue|Red|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|theatrical; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLSuper0|4475|62LLmjmBRQSkAPSPT
51,0.11322718758509576,0.06822718545098846,0.06882419301964443,0.03371820601089483,0.009666529241334041,pintuck-pleated dress|Green|No|1600|400|Green|Green|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Summer|No|1.0.0|Cute|everyday; fairy tale|Yes|For sale|Balloon|H|TopsTexOnepieceBalloonHDolly2|8886|kK5Lv2DCMPhehG7rc
52,0.11075985786574673,0.09091364576058958,0.07943630008590762,0.0444623460100794,0.013023696748386132,overall dress|Beige|No|2000|500|Beige|Blue|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Active|everyday|Yes|For sale|Box|H|TopsTexOnepieceBoxHJumperskirt2|4165|i9JWQoWRCFxjpQwLQ
53,0.09084416367965276,0.07696201905300269,0.056150980928616256,0.05202727435631969,0.01662508129708927,elegant dress|Purple|No|2400|600|Purple|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Elegant|fairy tale; formal; party|Yes|For sale|Dress|L|TopsTexOnepieceDressLLady0|4791|rn8kSxfnu6Rybhkv6
54,0.10797175499359332,0.08935461118536006,0.09294368501167946,0.0505643975793812,0.013768236335456412,jester costume|Black & white|No|2240|560|Black|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|fairy tale; goth; party; theatrical; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLClown1|9505|EoFhpbGp9kLsg7fWB
55,0.12295249835032324,0.07940042295701426,0.08458480069286267,0.04523684245665719,0.01700179469723157,figure-skating dress|Black|No|2880|720|Gray|Black|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; theatrical; work|Yes|For sale|Balloon|N|TopsTexOnepieceBalloonNFigure6|9521|Y5b78anDR2FscoJtM
56,0.07855503684997735,0.05840751002618964,0.07135352609974303,0.041993228888123235,0.010833151155233402,painter's coverall|White|No|1600|400|White|Colorful|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Active|outdoorsy; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLPaint2|12022|wwAgwGbc6BDKCkwLg
57,0.1059241024924401,0.0777443481568658,0.08974195228432631,0.053544389880622295,0.01916701989342612,ice-hockey uniform|White & red|No|2640|660|White|Red|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Winter|No|1.0.0|Active|sporty; work|Yes|For sale|Salopette|L|TopsTexOnepieceSalopetteLHockey0|5831|umRb3eFQB4WBY9YnT
58,0.11000902930107521,0.26070245870793723,0.2877664579039803,0.13599355898089363,0.009968543674331889,cherry dress|Red|Yes|2289.632517|1600|Red|Red|1x1|Crafting|n/a|All Year|No|1.0.0|Cute|fairy tale; party; theatrical|Yes|Not for sale|A-line|N|TopsTexOnepieceAlineNCherry0|9838|ECBc6ycmHe4hZJyZq
59,0.08889936804469249,0.07728313511139452,0.0828945258406292,0.04842386506523771,0.013811083058795302,ancient belted robe|Blue|No|3640|910|Light blue|Blue|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Elegant|formal|Yes|For sale|Kimono|L|TopsTexOnepieceKimonoLKanpukumen0|5518|W2KoH5jp8b43CHbsK
60,0.08561338948681348,0.08203240159040709,0.08661798627598166,0.04014936296406632,0.010613656657085344,maid dress|Yellow|No|2320|580|Yellow|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Cute|fairy tale; formal; theatrical; work|Yes|For sale|Balloon|H|TopsTexOnepieceBalloonHMaid7|8262|r6GD27abYW7peC2BY
61,0.10493098813472572,0.056113207385879826,0.05681626067632661,0.03627708440886147,0.011801004727788575,linen dress|White|No|1600|400|White|White|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Simple|everyday; comfy|Yes|For sale|A-line|H|TopsTexOnepieceAlineHLinen3|8588|GJg2wzjEE4YY7Cr6r
62,0.08668763509814982,0.06873249561423879,0.07629490207035645,0.03927003220466647,0.025432475487736524,noble dress|Blue|No|5200|1300|Blue|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|fairy tale; formal; party; theatrical|Yes|For sale|Dress|L|TopsTexOnepieceDressLNoble3|7428|hEShS9mdw5DBbyvj4
63,0.09350831944248966,0.060657347794294,0.0817887495908197,0.04675113233467715,0.02274741331312878,kandoora|White|No|2520|630|White|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Simple|everyday; formal|Yes|For sale|B-long|L|TopsTexOnepieceBlongLCandula0|9770|AEpEXRMtbQGnrDJhe
64,0.11819284385521574,0.08788174435688348,0.09477374157121107,0.04617409289699901,0.010265546846412647,figure-skating costume|Blue|No|2880|720|Light blue|Black|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Active|sporty; theatrical; work|Yes|For sale|Overall|L|TopsTexOnepieceOverallLFigure0|5404|Lt7rpQQgvBQy3fhAY
65,0.1147411070492551,0.06923632942678541,0.07777746201418528,0.040226325910702354,0.013182818143129493,overall dress|Red|No|2000|500|Red|Light blue|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Active|everyday|Yes|For sale|Box|H|TopsTexOnepieceBoxHJumperskirt3|4166|MCCfWRuJBeqQH9YfJ
66,0.08499237360591978,0.0696453515493786,0.07629490207035645,0.03927003220466647,0.025432475487736524,noble dress|Yellow|No|5200|1300|Yellow|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|fairy tale; formal; party; theatrical|Yes|For sale|Dress|L|TopsTexOnepieceDressLNoble6|7431|EBfJWQEJhTRBt5YCm
67,0.13888777509546718,0.11212247315352306,0.06703924559785311,0.04000124809655518,0.01184012872413008,strawberry dress|Red|No|1800|450|Pink|Green|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Cute|fairy tale; party; theatrical|Yes|For sale|A-line|N|TopsTexOnepieceAlineNStrawberry|3286|pNhmMrgCyz4xZJCcr
68,0.08866096530145684,0.04734704149388601,0.0720008824485196,0.04484606213346538,0.011470758834212964,frugal outfit|Green|No|450|112|Green|Green|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Simple|fairy tale; goth|Yes|For sale|Overall|L|TopsTexOnepieceOverallLSimple1|8140|MuRupTuKJ4ymea3do
69,0.08072424108440114,0.0731999928798817,0.08383905786092291,0.048801652331508454,0.010022963161543294,simple visiting kimono|Indigo blue|No|2480|620|Blue|Pink|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|All Year|No|1.0.0|Elegant|formal; party|Yes|For sale|Kimono|L|TopsTexOnepieceKimonoLHomongi3|9006|gNjic463etEuEg7Nd
70,0.12262987283103069,0.07929371477471739,0.08013705288447429,0.04788001797484013,0.009956983313720434,casual chic dress|Navy blue|No|2400|600|Blue|White|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Summer|No|1.0.0|Elegant|everyday; comfy; vacation|Yes|For sale|A-long|H|TopsTexOnepieceAlongHCachecoeur4|8601|FqAuiLYPXsMEPxaFk
71,0.11666407153560256,0.07301974842103726,0.07855058495704484,0.03521089366568977,0.013703958574311698,zigzag-print dress|Purple|No|2000|500|Purple|Blue|1x1|Able Sisters|Available from either Mable's temporary shop or Able Sisters shop|Summer|Yes|1.0.0|Elegant|vacation|Yes|For sale|A-long|N|TopsTexOnepieceAlongNEthnic0|4616|dzdwMxg95PkB3fwxY
72,0.08518731776172757,0.0764643481171556,0.07636240652187264,0.03600291460751872,0.01425760396589336,fashionable royal dress|Blue|No|6000|1500|Blue|Blue|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|fairy tale; formal; party; theatrical|Yes|For sale|Dress|L|TopsTexOnepieceDressLClassic1|8238|xSBkn5vigzJhfXvFM
73,0.09779082635177859,0.07552504490022383,0.07700641558726294,0.04253956755064877,0.011038816172726118,baby romper|Baby yellow|No|1920|480|Yellow|Yellow|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Cute|fairy tale; comfy|Yes|For sale|Overall|L|TopsTexOnepieceOverallLRompers2|7829|jATy7chF9RZSpzgkM
74,0.09223906020686364,0.08268961921454086,0.08483910516810639,0.047092843424232436,0.00999935300219826,tango dress|Red|No|2600|650|Red|Red|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Gorgeous|party; theatrical|Yes|For sale|Box|N|TopsTexOnepieceBoxNTango0|5815|BprKNLQFLnCrqJcib
75,0.08963035852141378,0.09099750883228616,0.09067219509135714,0.04614882883580589,0.011356718917576804,fairy-tale dress|Light blue|No|2400|600|Light blue|White|1x1|Able Sisters|Available from Able Sisters shop only|All Year|No|1.0.0|Cute|fairy tale; theatrical|Yes|For sale|Balloon|H|TopsTexOnepieceBalloonHHood5|8873|BsQcNb5xYzXRBuPzF
76,0.10755910143360634,0.08512703907288412,0.0612929645558524,0.025396308813925857,0.017599876019699548,balmacaan coat|Beige|No|1540|385|Beige|Beige|1x1|Able Sisters|Available from Able Sisters shop only|Winter|No|1.0.0|Simple|everyday|Yes|For sale|B-long|L|TopsTexOnepieceBlongLBalmakarn1|9306|j36QhnToq72NcFoTv
