row_id,b0,b1,b2,b3,b4,raw_val
33,0.04728728506484472,0.04724645789150791,0.044062040640721306,0.0296709431452338,0.009847765792963887,35|No|Travel_Rarely|1490|Research & Development|11|4|Medical|1|2003|4|Male|43|3|1|Laboratory Technician|3|Married|2660|20232|7|Y|Yes|11|3|3|80|1|5|3|3|2|2|2|2
34,0.11568135070618497,0.12997000872785736,0.11332615683327968,0.11774091809974432,0.11955425665228607,29|No|Travel_Rarely|1378|Research & Development|13|2|Other|1|2053|4|Male|46|2|2|Laboratory Technician|2|Married|4025|23679|4|Y|Yes|13|3|1|80|1|10|2|3|4|3|0|3
35,0.13887348099659946,0.03896323434638281,0.09489474354157001,0.09773184541498756,0.10230430968047788,34|No|Travel_Rarely|971|Sales|1|3|Technical Degree|1|1535|4|Male|64|2|3|Sales Executive|3|Married|7083|12288|1|Y|Yes|14|3|4|80|0|10|3|3|10|9|8|6
36,0.24244889440549716,0.20162818637559504,0.2658798028338968,0.23796581883425522,0.1739283271659388,50|No|Travel_Frequently|1246|Human Resources|3|3|Medical|1|644|1|Male|99|3|5|Manager|2|Married|18200|7999|1|Y|No|11|3|3|80|1|32|2|3|32|5|10|7
37,0.18991550508418395,0.12447887794342515,0.07421430564847341,0.06659533352217578,0.0660438827052363,36|No|Travel_Rarely|917|Research & Development|6|4|Life Sciences|1|1221|3|Male|60|1|1|Laboratory Technician|3|Divorced|2741|6865|1|Y|No|14|3|3|80|1|7|4|3|7|7|1|7
38,0.11487810223255118,0.07609165602371101,0.04546202102161838,0.03650567801405715,0.0127524574479279,39|No|Travel_Rarely|835|Research & Development|19|4|Other|1|1871|4|Male|41|3|2|Research Scientist|4|Divorced|3902|5141|8|Y|No|14|3|2|80|3|7|2|3|2|2|2|2
39,0.05658222152773426,0.05514178062317873,0.023461882730565937,0.024277300430748647,0.022233142506463386,26|Yes|Travel_Frequently|342|Research & Development|2|3|Life Sciences|1|1053|1|Male|57|3|1|Research Scientist|1|Married|2042|15346|6|Y|Yes|14|3|2|80|1|6|2|3|3|2|1|2
40,0.12220015094097651,0.04498479098541858,0.0050151543503617925,0.007668572961049285,0.004752591249541864,27|No|Non-Travel|443|Research & Development|3|3|Medical|1|850|4|Male|50|3|1|Research Scientist|4|Married|1706|16571|1|Y|No|11|3|3|80|3|0|6|2|0|0|0|0
41,0.2170384003215603,0.11772835660855235,0.0671820314613387,0.08106411541667372,0.07565905915232697,32|No|Travel_Rarely|929|Sales|10|3|Marketing|1|722|4|Male|55|3|2|Sales Executive|4|Single|5396|21703|1|Y|No|12|3|4|80|0|10|2|2|10|7|0|8
42,0.12052481450642306,0.10587413212230627,0.10153848485482268,0.07605788860321919,0.06451178655580957,31|Yes|Travel_Frequently|561|Research & Development|3|3|Life Sciences|1|1537|4|Female|33|3|1|Research Scientist|3|Single|4084|4156|1|Y|No|12|3|1|80|0|7|2|1|7|2|7|7
43,0.09796721036051072,0.1346787484373508,0.1101489694354462,0.13817703645262294,0.10215733977726889,45|No|Travel_Frequently|1297|Research & Development|1|4|Medical|1|1922|2|Male|44|3|2|Healthcare Representative|3|Single|5399|14511|4|Y|No|12|3|3|80|0|12|3|3|4|2|0|3
44,0.09659527242944826,0.10649671317147347,0.13959766121443304,0.11034637432110886,0.0994080053539744,36|No|Travel_Rarely|711|Research & Development|5|4|Life Sciences|1|1651|2|Female|42|3|3|Healthcare Representative|1|Married|8008|22792|4|Y|No|12|3|3|80|2|9|6|3|3|2|0|2
45,0.18387742786573702,0.13689634724689137,0.11864047169696819,0.11010128097082125,0.1428063294028922,33|No|Travel_Frequently|553|Research & Development|5|4|Life Sciences|1|428|4|Female|74|3|3|Manager|2|Married|11878|23364|6|Y|No|11|3|2|80|2|12|2|3|10|6|8|8
46,0.20941134522405844,0.10399801491004519,0.043892510952887355,0.1085713328931985,0.15984794823238418,59|No|Travel_Frequently|1225|Sales|1|1|Life Sciences|1|91|1|Female|57|2|2|Sales Executive|3|Single|5473|24668|7|Y|No|11|3|4|80|0|20|2|2|4|3|1|3
47,0.25242253156157707,0.07850138491175467,0.05995168499817454,0.08134259576337866,0.07791282845922094,29|No|Travel_Rarely|991|Sales|5|3|Medical|1|1669|1|Male|43|2|2|Sales Executive|2|Divorced|4187|3356|1|Y|Yes|13|3|2|80|1|10|3|2|10|0|0|9
48,0.24445116836489195,0.17018004011619073,0.16289550083523346,0.1896306544521543,0.15115613673048423,54|No|Travel_Rarely|584|Research & Development|22|5|Medical|1|1665|2|Female|91|3|4|Manager|3|Married|17426|18685|3|Y|No|25|4|3|80|1|36|6|3|10|8|4|7
49,0.20544601197965445,0.1558944921769981,0.1254519105225989,0.16077821301750972,0.14558490232704233,53|No|Travel_Rarely|1223|Research & Development|7|2|Medical|1|1201|4|Female|50|3|5|Manager|3|Divorced|18606|18640|3|Y|No|18|3|2|80|1|26|6|3|7|7|4|7
50,0.2887918696652977,0.09995161803970397,0.13984651004594778,0.07921424950929168,0.0,44|No|Travel_Rarely|1313|Research & Development|7|3|Medical|1|1608|2|Female|31|3|5|Research Director|4|Divorced|19049|3549|0|Y|Yes|14|3|4|80|1|23|4|2|22|7|1|10
51,0.24441984704614428,0.1425270320740981,0.1526978794230722,0.12492744557606622,0.08284282598238328,41|No|Travel_Frequently|857|Research & Development|10|3|Life Sciences|1|199|4|Male|91|2|4|Manager|1|Divorced|17181|12888|4|Y|No|13|3|2|80|1|21|2|2|7|6|7|7
52,0.08411866424503604,0.16768584033313305,0.11244045794151025,0.11240907084295128,0.14581356071374257,42|No|Non-Travel|179|Human Resources|2|5|Medical|1|1231|4|Male|79|4|2|Human Resources|1|Married|6272|12858|7|Y|No|16|3|1|80|1|10|3|4|4|3|0|3
53,0.234837604100031,0.07831899640409212,0.09059556657180778,0.09493523197455465,0.046103324831390215,35|No|Travel_Frequently|482|Research & Development|4|4|Life Sciences|1|1350|3|Male|87|3|2|Research Scientist|3|Single|4249|2690|1|Y|Yes|11|3|2|80|0|9|3|3|9|6|1|1
54,0.10755104279232595,0.14804232032948172,0.11827342647092154,0.1786602160254148,0.1933148390009176,52|No|Travel_Rarely|258|Research & Development|8|4|Other|1|1409|3|Female|54|3|1|Laboratory Technician|1|Married|2950|17363|9|Y|No|13|3|3|80|0|12|2|1|5|4|0|4
55,0.1702343870881256,0.08586552547811535,0.11240164054477932,0.14865229550582965,0.17783402413061383,53|No|Non-Travel|661|Research & Development|1|4|Medical|1|1775|1|Female|60|2|4|Manufacturing Director|3|Married|12965|22308|4|Y|Yes|20|4|4|80|3|27|2|2|3|2|0|2
56,0.07072961871922738,0.043840609301471406,0.020712253634350374,0.017219388373362676,0.024505706166422433,21|No|Travel_Rarely|984|Research & Development|1|1|Technical Degree|1|1131|4|Female|70|2|1|Research Scientist|2|Single|2070|25326|1|Y|Yes|11|3|3|80|0|2|6|4|2|2|2|2
57,0.31235656988537297,0.15388378723607576,0.1344591716741205,0.1572064810268509,0.1071299445035624,40|No|Travel_Rarely|448|Research & Development|16|3|Life Sciences|1|1641|3|Female|84|3|3|Manufacturing Director|4|Single|7945|19948|6|Y|Yes|15|3|4|80|0|18|2|2|4|2|3|3
58,0.07397606172929097,0.045740893254309724,0.04400564563057874,0.04260800857667741,0.04035161999105455,23|No|Travel_Rarely|541|Sales|2|1|Technical Degree|1|113|3|Male|62|3|1|Sales Representative|1|Divorced|2322|9518|3|Y|No|13|3|3|80|1|3|3|3|0|0|0|0
59,0.121516502958877,0.05083515220208449,0.03531449371389408,0.032261950956736875,0.029484856348681324,27|No|Travel_Rarely|798|Research & Development|6|4|Medical|1|655|1|Female|66|2|1|Research Scientist|3|Divorced|2187|5013|0|Y|No|12|3|3|80|2|6|5|2|5|3|0|3
60,0.1770635946964362,0.09023550184117722,0.09165883695853229,0.08878929127177779,0.11513033679332542,39|No|Travel_Rarely|466|Research & Development|1|1|Life Sciences|1|1026|4|Female|65|2|4|Manufacturing Director|4|Married|12742|7060|1|Y|No|16|3|3|80|1|21|3|3|21|6|11|8
61,0.09473488081257402,0.0946286376167066,0.087649588807745,0.09503686970374428,0.08034387675633503,37|No|Travel_Rarely|482|Research & Development|3|3|Other|1|689|3|Male|36|3|3|Manufacturing Director|3|Married|9434|9606|1|Y|No|15|3|3|80|1|10|2|3|10|7|7|8
62,0.24647374943438183,0.1440808068306835,0.0841720137192987,0.08071310824952006,0.022108162596667848,30|No|Travel_Rarely|634|Research & Development|17|4|Medical|1|1321|2|Female|95|3|3|Manager|1|Married|11916|25927|1|Y|Yes|23|4|4|80|2|9|2|3|9|1|0|8
63,0.2570795767659375,0.1157115926058889,0.156253106794086,0.1483228537819567,0.08690394860949717,50|No|Travel_Frequently|333|Research & Development|22|5|Medical|1|1539|3|Male|88|1|4|Research Director|4|Single|14411|24450|1|Y|Yes|13|3|4|80|0|32|2|3|32|6|13|9
64,0.14337195218009102,0.15340947501358565,0.1293702028489612,0.0754181561324171,0.07961298168902221,37|No|Travel_Rarely|397|Research & Development|7|4|Medical|1|102|1|Male|30|3|3|Research Director|3|Single|13664|25258|4|Y|No|13|3|1|80|0|16|3|4|5|2|0|2
65,0.1010334700526964,0.09734234700674936,0.04453780435302422,0.03415180899514865,0.037132706691577415,36|No|Travel_Rarely|559|Research & Development|12|4|Life Sciences|1|1614|3|Female|76|3|2|Manufacturing Director|3|Married|4663|12421|9|Y|Yes|12|3|2|80|2|7|2|3|3|2|1|1
66,0.1793304834245936,0.045070079632951836,0.013732268086074828,0.012550496129460697,0.00801664249873273,22|Yes|Travel_Rarely|617|Research & Development|3|1|Life Sciences|1|926|2|Female|34|3|2|Manufacturing Director|3|Married|4171|10022|0|Y|Yes|19|3|1|80|1|4|3|4|3|2|0|2
67,0.056848884851977165,0.022205771160826716,0.007607204045285393,0.0075001907059314725,0.004826600430966456,19|Yes|Non-Travel|504|Research & Development|10|3|Medical|1|1248|1|Female|96|2|1|Research Scientist|2|Single|1859|6148|1|Y|Yes|25|4|2|80|0|1|2|4|1|1|0|0
68,0.12008225331362148,0.11840301974905984,0.09302996050383805,0.060806515417990814,0.02911944591387094,40|Yes|Travel_Rarely|575|Sales|22|2|Marketing|1|492|3|Male|68|2|2|Sales Executive|3|Married|6380|6110|2|Y|Yes|12|3|1|80|2|8|6|3|6|4|1|0
69,0.14247426887552164,0.04409831268898692,0.018802789897902197,0.008314282955222593,0.025778193475794926,21|No|Travel_Rarely|1343|Sales|22|1|Technical Degree|1|669|3|Male|49|3|1|Sales Representative|3|Single|3447|24444|1|Y|No|11|3|3|80|0|3|2|3|3|2|1|2
70,0.06153367913489144,0.03656105830768951,0.05079571833899364,0.040728295277883485,0.007049279757686978,26|Yes|Non-Travel|265|Sales|29|2|Medical|1|1037|2|Male|79|1|2|Sales Executive|1|Single|4969|21813|8|Y|No|18|3|4|80|0|7|6|3|2|2|2|2
71,0.11727661302494691,0.13364096794956343,0.10319164706375752,0.15243812119637898,0.0986765920651875,42|No|Travel_Frequently|532|Research & Development|29|2|Life Sciences|1|547|1|Female|92|3|2|Research Scientist|3|Divorced|4556|12932|2|Y|No|11|3|2|80|1|19|3|3|5|4|0|2
72,0.15271328894177946,0.06747094586746614,0.0649605941804664,0.07309502965009797,0.07354894414027724,52|Yes|Travel_Rarely|1030|Sales|5|3|Life Sciences|1|1319|2|Male|64|3|3|Sales Executive|2|Single|8446|21534|9|Y|Yes|19|3|3|80|0|10|2|2|8|7|7|7
73,0.153772454565522,0.026015005339547245,0.016453161897247107,0.012259353318399207,0.010020961257644926,24|No|Travel_Frequently|535|Sales|24|3|Medical|1|632|4|Male|38|3|1|Sales Representative|4|Married|2400|5530|0|Y|No|13|3|3|80|2|3|3|3|2|2|2|1
74,0.10977184187963177,0.04775155469697024,0.007431719568358727,0.009674723025247495,0.0061922781202289464,29|Yes|Travel_Frequently|459|Research & Development|24|2|Life Sciences|1|1868|4|Male|73|2|1|Research Scientist|4|Single|2439|14753|1|Y|Yes|24|4|2|80|0|1|3|2|1|0|1|0
75,0.20081978848103865,0.1816272792496876,0.11294394810472227,0.13472369615889138,0.06301401495854225,35|No|Travel_Rarely|1029|Research & Development|16|3|Life Sciences|1|1529|4|Female|91|2|3|Healthcare Representative|2|Single|8606|21195|1|Y|No|19|3|4|80|0|11|3|1|11|8|3|3
76,0.09639595309768864,0.06374969598758454,0.08917572233919004,0.019440987272845208,0.02638205979221309,35|No|Travel_Rarely|144|Research & Development|22|3|Life Sciences|1|577|4|Male|46|1|1|Laboratory Technician|3|Single|4230|19225|0|Y|No|15|3|3|80|0|6|2|3|5|4|4|3
77,0.20587655774516606,0.23493737034044263,0.07254767062973919,0.12464408180193098,0.13816208907331512,50|No|Travel_Rarely|1452|Research & Development|11|3|Life Sciences|1|226|3|Female|53|3|5|Manager|2|Single|19926|17053|3|Y|No|15|3|2|80|0|21|5|3|5|4|4|4
78,0.18010025527519624,0.14855028889741032,0.07236174834567019,0.16525735955798004,0.06959776764531846,43|No|Travel_Frequently|957|Research & Development|28|3|Medical|1|171|2|Female|72|4|1|Research Scientist|3|Single|4739|16090|4|Y|No|12|3|4|80|0|18|2|3|3|2|1|2
79,0.18840753348929362,0.09694985566278301,0.14551721827387645,0.10660780281947527,0.10196232069549424,47|No|Travel_Rarely|1001|Research & Development|4|3|Life Sciences|1|1827|3|Female|92|2|3|Manufacturing Director|2|Divorced|10333|19271|8|Y|Yes|12|3|3|80|1|28|4|3|22|11|14|10
80,0.18939512609516604,0.1480385782874,0.07876504915723483,0.12298191527052243,0.06521186109917662,54|No|Travel_Frequently|928|Research & Development|20|4|Life Sciences|1|450|4|Female|31|3|2|Research Scientist|3|Single|4869|16885|3|Y|No|12|3|4|80|0|20|4|2|4|3|0|3
81,0.11128876684630908,0.09971389765804226,0.05634759684407894,0.04718084987400302,0.034728227974405695,40|No|Travel_Rarely|759|Sales|2|2|Marketing|1|516|4|Female|46|3|2|Sales Executive|2|Divorced|5715|22553|7|Y|No|12|3|3|80|2|8|5|3|5|4|1|3
82,0.14031201345236716,0.041086725760352084,0.11273614461365376,0.033951109323746835,0.04876885200919967,59|No|Non-Travel|1420|Human Resources|2|4|Human Resources|1|140|3|Female|32|2|5|Manager|4|Married|18844|21922|9|Y|No|21|4|4|80|1|30|3|3|3|2|2|2
83,0.0977214199888564,0.09277116662783665,0.06453677805398587,0.07193881147803173,0.048597684524807824,33|No|Travel_Rarely|1099|Research & Development|4|4|Medical|1|1502|1|Female|82|2|1|Laboratory Technician|2|Married|3838|8192|8|Y|No|11|3|4|80|0|8|5|3|5|4|0|2
84,0.21363258210216796,0.12918657735719727,0.12968068027738303,0.15443471352774213,0.14947421167193148,53|No|Travel_Rarely|970|Research & Development|7|3|Life Sciences|1|730|3|Male|59|4|4|Research Director|3|Married|14814|13514|3|Y|No|19|3|3|80|0|32|3|3|5|1|1|3
85,0.08162097295795287,0.19471767109079757,0.17366906979211374,0.13177672676466928,0.16551918291036108,36|No|Non-Travel|427|Research & Development|8|3|Life Sciences|1|742|1|Female|63|4|3|Research Director|1|Married|11713|20335|9|Y|No|14|3|1|80|1|10|2|3|8|7|0|5
86,0.1388401492550921,0.11390816458278097,0.0733844681822931,0.048914618627310495,0.07896637332728847,51|No|Travel_Rarely|1169|Research & Development|7|4|Medical|1|211|2|Male|34|2|2|Manufacturing Director|3|Married|6132|13983|2|Y|No|17|3|3|80|0|10|2|3|1|0|0|0
87,0.05979987016698705,0.045906830746681844,0.021812849399709282,0.016320133097152686,0.017560582405479887,36|Yes|Travel_Rarely|318|Research & Development|9|3|Medical|1|90|4|Male|79|2|1|Research Scientist|3|Married|3388|21777|0|Y|Yes|17|3|1|80|1|2|0|2|1|0|0|0
88,0.10222093455143537,0.1642871048252264,0.14210764987851826,0.1294564665865799,0.0794988402289039,49|No|Travel_Rarely|809|Research & Development|1|3|Life Sciences|1|1677|3|Male|36|3|4|Manager|3|Single|15379|22384|4|Y|No|14|3|1|80|0|23|2|3|8|7|0|0
89,0.06408348333609175,0.037089996266076494,0.00944027280605611,0.00904546323339368,0.007031665839088171,33|No|Non-Travel|1313|Research & Development|1|2|Medical|1|1994|2|Male|59|2|1|Laboratory Technician|3|Divorced|2008|20439|1|Y|No|12|3|3|80|3|1|2|2|1|1|0|0
90,0.13708712581001903,0.1522115516291852,0.16237128623255548,0.16156645556964344,0.20222155943315526,56|No|Travel_Frequently|1240|Research & Development|9|3|Medical|1|1071|1|Female|63|3|1|Research Scientist|3|Married|2942|12154|2|Y|No|19|3|2|80|1|18|4|3|5|4|0|3
91,0.1641850126261279,0.056965898479428165,0.038568844786532636,0.034327951938699544,0.0588178715204569,44|No|Travel_Rarely|1467|Research & Development|20|3|Life Sciences|1|1475|4|Male|49|3|1|Research Scientist|2|Single|3420|21158|1|Y|No|13|3|3|80|0|6|3|2|5|2|1|3
92,0.1876702449057875,0.16532020116229776,0.17006285989631797,0.14363784690302264,0.12667365407372183,48|Yes|Travel_Frequently|708|Sales|7|2|Medical|1|1691|4|Female|95|3|1|Sales Representative|3|Married|2655|11740|2|Y|Yes|11|3|3|80|2|19|3|3|9|7|7|7
93,0.21581110743583423,0.10884059780591486,0.10751375370469121,0.14905990847822093,0.10370896759881677,37|No|Travel_Rarely|1372|Research & Development|1|3|Life Sciences|1|391|4|Female|42|3|1|Research Scientist|4|Single|2115|15881|1|Y|No|12|3|2|80|0|17|3|3|17|12|5|7
94,0.28295643660456316,0.18828955971590458,0.13781913382194202,0.07921424950929168,0.0,46|No|Travel_Rarely|563|Sales|1|4|Life Sciences|1|1602|4|Male|56|4|4|Manager|1|Single|17567|3156|1|Y|No|15|3|2|80|0|27|5|1|26|0|0|12
95,0.14461947016193946,0.13256918780775898,0.15039472143999957,0.1521307624120337,0.22151609161863559,35|No|Non-Travel|1225|Research & Development|2|4|Life Sciences|1|771|4|Female|61|3|2|Healthcare Representative|1|Divorced|5093|4761|2|Y|No|11|3|1|80|1|16|2|4|1|0|0|0
96,0.1872347241434594,0.02085077940642899,0.02220514997893993,0.019130371236547844,0.024174991281640353,32|No|Travel_Rarely|499|Sales|2|1|Marketing|1|1396|3|Male|36|3|2|Sales Executive|2|Married|4078|20497|0|Y|Yes|13|3|1|80|3|4|3|2|3|2|1|2
